"Time","Distance","Time","Front Brake Pressure","Rear Brake Pressure","Steering","FL Shock","FR Shock","RR Shock","RL Shock","Supplied Current","Battery Voltage","Lat_Accel","IMU Y Accel","IMU Z Accel","IMU X Gyro","IMU Y Gyro","IMU Z Gyro","FR Strain Gauge","FL Strain Gauge","RL Strain Gauge","RR Strain Gauge","FL Wheel Ambient","FL Wheel Object","FL Wheel RPM","FR Wheel Ambient","FR Wheel Object","FR Wheel RPM","RR Wheel Ambient","RR Wheel Object","RR Wheel RPM","RL Wheel Ambient","RL Wheel Object","RL Wheel RPM","Brake Fluid","Throttle Load","Brake Load","DRS","GPS Longitude","GPS Latitude","GPS Speed","GPS Fix","Engine Speed","Engine Coolant Temp","Engine Oil Temp","Oil Pressure","Neutral Status","Lambda 1","Throttle Position","Gear Position","Vehicle Speed","APS Main","Fuel Pressure","Accel Fuel","Accumulated Distance","Manifold Pressure","AN Temp 3","ECU Lateral Accel","ECU Longitudinal Accel","ECU Vertical Accel","Test Number","DTC FL Wheel","DTC FR Wheel","DTC RL Wheel","DTC RR Wheel","DTC FL Strain","DTC FR Strain","DTC RL Strain","DTC RR Strain","DTC IMU","GPS 0","GPS 1","FLT_TTA","FLT_TTB","FRT_TTA","FRT_TTB","RLT_TTA","RLT_TTB","RRT_TTA","RRT_TTB","Channel Count"
"s","m","min","kPa","kPa","deg","mm","mm","mm","mm","A","V","G","g","g","deg/s","deg/s","deg/s","raw","","","","C","","rpm","C","","rpm","C","","rpm","C","","rpm","","%","%","","deg","deg","km/h","","rpm","C","C","kPa","","Lambda","%","","km/h","%","kPa","ms","km","kPa","C","g","g","g","","","","","","","","","","","","","","","","","","","","",""


"22.799","289","1","492","1738","-19","-1.0","-11.6","-6.7","3.8","775","12","-0.76","-0.45","0.85","-14623.00","-749.00","36232.00","60437","-708711153664","92026","0","5013","9487","500","0","0","500","0","0","500","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.33","0.22","0.95","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.800","289","1","491","1738","-19","-0.9","-11.6","-6.7","3.9","772","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60436","-708733304832","92026","0","5013","9487","500","0","0","500","0","0","500","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.32","0.21","0.94","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.801","289","1","489","1738","-19","-0.7","-11.6","-6.7","3.9","773","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60436","-708733304832","92026","0","5013","9487","500","0","0","500","0","0","493","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.32","0.20","0.95","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.802","289","1","487","1738","-19","-0.5","-11.5","-6.7","3.9","773","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60436","-708733304832","92026","0","5013","9487","500","0","0","500","0","0","486","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.31","0.19","0.95","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.803","289","1","486","1738","-19","-0.4","-11.5","-6.7","3.9","774","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60436","-708733304832","92026","0","5013","9487","500","0","0","500","0","0","478","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.31","0.18","0.96","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.804","289","1","484","1738","-19","-0.2","-11.5","-6.7","4.0","775","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60436","-708733304832","92026","0","5013","9487","500","0","0","500","0","0","471","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.30","0.17","0.96","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.805","289","1","482","1738","-19","-0.0","-11.5","-6.7","4.0","775","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60436","-708733304832","92026","0","5013","9487","500","0","0","500","0","0","464","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.30","0.16","0.96","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.806","289","1","480","1738","-19","0.1","-11.4","-6.7","4.0","776","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60436","-708733304832","92026","0","5013","9487","500","0","0","500","0","0","457","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.29","0.15","0.97","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.807","289","1","478","1738","-19","0.3","-11.4","-6.7","4.1","776","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60436","-708733304832","92026","0","5013","9487","500","0","0","500","0","0","450","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.29","0.14","0.97","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.808","289","1","477","1738","-19","0.4","-11.4","-6.7","4.1","776","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60436","-708733304832","92026","0","5013","9487","500","0","0","500","0","0","442","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.28","0.14","0.97","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.809","289","1","475","1738","-19","0.6","-11.4","-6.7","4.1","777","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60436","-708733304832","92026","0","5013","9487","500","0","0","500","0","0","435","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.28","0.13","0.98","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.810","289","1","473","1738","-19","0.8","-11.3","-6.7","4.1","778","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60424","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","428","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.27","0.12","0.98","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.811","289","1","477","1738","-19","0.9","-11.2","-6.7","4.1","782","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60424","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","435","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.27","0.11","0.99","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.812","289","1","481","1738","-19","1.0","-11.1","-6.7","4.2","787","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60424","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","442","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.27","0.10","1.00","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.813","289","1","485","1738","-19","1.1","-11.0","-6.7","4.2","791","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60424","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","450","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.27","0.09","1.00","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.814","289","1","489","1738","-20","1.2","-10.9","-6.7","4.2","796","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60424","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","457","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.27","0.09","1.01","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.815","289","1","494","1738","-20","1.3","-10.8","-6.6","4.2","801","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60424","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","464","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.27","0.08","1.02","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.816","289","1","498","1738","-20","1.4","-10.7","-6.6","4.3","805","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60424","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","471","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.27","0.07","1.02","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.817","289","1","502","1738","-20","1.6","-10.6","-6.6","4.3","810","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60424","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","478","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.27","0.06","1.03","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.818","289","1","506","1738","-20","1.7","-10.5","-6.6","4.3","814","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60424","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","486","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.27","0.05","1.04","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.819","289","1","510","1738","-20","1.8","-10.4","-6.6","4.3","819","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60424","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","493","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.27","0.05","1.05","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.820","289","1","514","1738","-20","1.9","-10.3","-6.6","4.3","824","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60437","-709131173888","92026","0","5013","9487","500","0","0","500","0","0","500","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.26","0.04","1.05","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.821","289","1","513","1738","-20","1.9","-10.3","-6.6","4.3","819","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60437","-709131173888","92026","0","5013","9487","500","0","0","500","0","0","493","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.26","0.03","1.06","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.822","289","1","513","1738","-20","1.8","-10.3","-6.7","4.3","815","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60437","-709131173888","92026","0","5013","9487","500","0","0","500","0","0","486","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.26","0.03","1.07","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.823","289","1","512","1738","-20","1.8","-10.2","-6.7","4.3","811","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60437","-709131173888","92026","0","5013","9487","500","0","0","500","0","0","478","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.26","0.02","1.08","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.824","289","1","511","1738","-20","1.8","-10.2","-6.8","4.3","806","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60437","-709131173888","92026","0","5013","9487","500","0","0","500","0","0","471","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.26","0.01","1.09","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.825","289","1","510","1738","-20","1.8","-10.2","-6.8","4.2","802","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60437","-709131173888","92026","0","5013","9487","500","0","0","500","0","0","464","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.26","0.00","1.10","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.826","289","1","510","1738","-20","1.7","-10.2","-6.9","4.2","797","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60437","-709131173888","92026","0","5013","9487","500","0","0","500","0","0","457","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.26","-0.00","1.11","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.827","289","1","509","1738","-20","1.7","-10.1","-6.9","4.2","793","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60437","-709131173888","92026","0","5013","9487","500","0","0","500","0","0","450","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.26","-0.01","1.12","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.828","289","1","508","1738","-20","1.7","-10.1","-7.0","4.2","789","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60437","-709131173888","92026","0","5013","9487","500","0","0","500","0","0","442","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.26","-0.02","1.13","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.829","289","1","508","1738","-20","1.7","-10.1","-7.0","4.1","784","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60437","-709131173888","92026","0","5013","9487","500","0","0","500","0","0","435","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.26","-0.02","1.14","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.830","289","1","507","1738","-20","1.6","-10.1","-7.0","4.1","780","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60434","-708954292224","92026","0","5013","9487","500","0","0","500","0","0","428","0","0","428","0","0","0","0","0","0","0","0","6388","33","24","318","0","0.84","14.0","2","4.70","0.000","6","0","0","43.00","-49","-0.26","-0.03","1.15","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.831","290","1","503","1738","-20","1.6","-10.0","-7.1","4.1","781","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60434","-708954292224","92026","0","5013","9487","500","0","0","500","0","0","435","0","0","428","0","0","0","0","0","0","0","0","6387","33","24","318","0","0.84","14.0","2","4.69","0.000","6","0","0","43.00","-49","-0.26","-0.03","1.15","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.832","290","1","498","1738","-20","1.6","-10.0","-7.2","4.1","782","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60434","-708954292224","92026","0","5013","9487","500","0","0","500","0","0","442","0","0","428","0","0","0","0","0","0","0","0","6387","33","24","319","0","0.84","14.0","2","4.68","0.000","6","0","0","43.00","-49","-0.27","-0.02","1.16","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.833","290","1","494","1738","-20","1.6","-9.9","-7.2","4.0","783","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60434","-708954292224","92026","0","5013","9487","500","0","0","500","0","0","450","0","0","428","0","0","0","0","0","0","0","0","6387","33","24","319","0","0.84","14.0","2","4.67","0.000","6","0","0","43.00","-49","-0.27","-0.02","1.16","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.834","290","1","490","1738","-20","1.6","-9.9","-7.3","4.0","784","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60434","-708954292224","92026","0","5013","9487","500","0","0","500","0","0","457","0","0","428","0","0","0","0","0","0","0","0","6386","33","24","319","0","0.84","14.0","2","4.66","0.000","6","0","0","43.00","-49","-0.28","-0.02","1.16","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.835","290","1","486","1738","-20","1.6","-9.9","-7.3","4.0","785","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60434","-708954292224","92026","0","5013","9487","500","0","0","500","0","0","464","0","0","428","0","0","0","0","0","0","0","0","6386","33","24","320","0","0.84","14.0","2","4.65","0.000","6","0","0","43.00","-49","-0.28","-0.01","1.17","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.836","290","1","481","1738","-20","1.6","-9.8","-7.4","3.9","786","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60434","-708954292224","92026","0","5013","9487","500","0","0","500","0","0","471","0","0","428","0","0","0","0","0","0","0","0","6385","33","24","320","0","0.84","14.0","2","4.64","0.000","6","0","0","43.00","-49","-0.29","-0.01","1.17","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.837","290","1","477","1738","-20","1.6","-9.8","-7.4","3.9","787","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60434","-708954292224","92026","0","5013","9487","500","0","0","500","0","0","478","0","0","428","0","0","0","0","0","0","0","0","6384","33","24","320","0","0.84","14.0","2","4.63","0.000","6","0","0","43.00","-49","-0.29","-0.01","1.18","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.838","290","1","473","1738","-20","1.6","-9.8","-7.5","3.9","788","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60434","-708954292224","92026","0","5013","9487","500","0","0","500","0","0","486","0","0","428","0","0","0","0","0","0","0","0","6384","33","24","320","0","0.84","14.0","2","4.62","0.000","6","0","0","43.00","-49","-0.30","-0.00","1.18","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.839","290","1","468","1738","-20","1.6","-9.7","-7.5","3.8","789","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60434","-708954292224","92026","0","5013","9487","500","0","0","500","0","0","493","0","0","428","0","0","0","0","0","0","0","0","6384","33","24","321","0","0.84","14.0","2","4.61","0.000","6","0","0","43.00","-49","-0.30","-0.00","1.18","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.840","290","1","464","1738","-20","1.5","-9.7","-7.6","3.8","790","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60427","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","500","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.31","0.00","1.19","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.841","290","1","465","1738","-20","1.4","-9.7","-7.7","3.8","789","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60427","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","493","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.31","0.01","1.18","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.842","290","1","465","1738","-21","1.3","-9.7","-7.8","3.7","789","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60427","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","486","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.32","0.02","1.18","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.843","290","1","466","1738","-21","1.3","-9.6","-7.9","3.7","788","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60427","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","478","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.33","0.02","1.17","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.844","290","1","467","1738","-21","1.2","-9.6","-8.0","3.6","788","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60427","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","471","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.34","0.03","1.17","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.845","290","1","468","1738","-21","1.1","-9.6","-8.2","3.6","787","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60427","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","464","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.34","0.04","1.16","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.846","290","1","468","1738","-21","1.0","-9.6","-8.3","3.5","786","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60427","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","457","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.35","0.05","1.16","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.847","290","1","469","1738","-21","0.9","-9.6","-8.4","3.5","786","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60427","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","450","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.36","0.05","1.15","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.848","290","1","470","1738","-21","0.8","-9.6","-8.5","3.5","785","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60427","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","442","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.37","0.06","1.15","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.849","290","1","470","1738","-21","0.7","-9.5","-8.6","3.4","784","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60427","-709020614656","92026","0","5013","9487","500","0","0","500","0","0","435","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.37","0.07","1.14","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.850","290","1","471","1738","-21","0.6","-9.5","-8.8","3.4","784","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60420","-709296914432","92026","0","5013","9487","500","0","0","500","0","0","428","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.38","0.07","1.13","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.851","290","1","471","1738","-21","0.5","-9.5","-8.9","3.3","784","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60420","-709296914432","92026","0","5013","9487","493","0","0","500","0","0","435","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.39","0.09","1.13","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.852","290","1","471","1738","-21","0.3","-9.5","-9.1","3.3","784","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60420","-709296914432","92026","0","5013","9487","486","0","0","500","0","0","442","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.40","0.10","1.12","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.853","290","1","470","1738","-21","0.2","-9.5","-9.3","3.2","783","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60420","-709296914432","92026","0","5013","9487","478","0","0","500","0","0","450","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.41","0.11","1.11","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.854","290","1","470","1738","-21","0.1","-9.5","-9.4","3.2","783","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60420","-709296914432","92026","0","5013","9487","471","0","0","500","0","0","457","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.42","0.12","1.10","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.855","290","1","470","1738","-21","0.0","-9.5","-9.6","3.1","783","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60420","-709296914432","92026","0","5013","9487","464","0","0","500","0","0","464","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.43","0.14","1.10","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"22.856","290","1","470","1738","-21","-0.1","-9.5","-9.8","3.1","783","12","-0.70","-0.41","0.87","-14385.00","2012.50","36750.00","60420","-709296914432","92026","0","5013","9487","457","0","0","500","0","0","471","0","0","428","0","0","0","0","0","0","0","0","6383","33","24","321","0","0.87","14.0","2","4.60","0.000","6","0","0","43.00","-49","-0.44","0.15","1.09","0","1","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
